id	latitude	longitude
11534	40.77595	-73.94969
11535	40.80101	-73.96076
11536	40.68699	-73.9639
11537	40.75687	-73.96639
11538	40.82325	-73.94444
11539	40.5974	-73.96211
11540	40.59629	-73.96367
11541	40.68713	-73.96226
11542	40.74044	-74.00326
11543	40.6758	-73.93185
11544	40.76066	-73.96372
11545	40.69402	-73.97274
11546	40.66864	-73.99484
11547	40.71223	-73.94864
11548	40.69689	-73.93333
11549	40.66352	-73.96005
11550	40.82705	-73.91337
11551	40.74569	-73.99183
11552	40.80473	-73.94763
11553	40.74463	-73.9919
11554	40.78172	-73.97825
11555	40.70862	-73.95432
11556	40.69502	-73.93126
11557	40.75935	-73.9875
11558	40.80307	-73.946
11559	40.6863	-73.92635
11560	40.80049	-73.95533
11561	40.72477	-73.98836
11562	40.64601	-73.94886
11563	40.74085	-73.89022
11564	40.68003	-73.92094
11565	40.68654	-73.95044
11566	40.64335	-73.94888
11567	40.72744	-73.99979
11568	40.7154	-73.98473
11569	40.68915	-73.92467
11570	40.74417	-73.94964
11571	40.67867	-73.96276
11572	40.7449	-73.99167
11573	40.68973	-73.93785
11574	40.79405	-73.93429
11575	40.81999	-73.93933
11576	40.64517	-73.94843
11577	40.67037	-73.97637
11578	40.76135	-73.96707
11579	40.71067	-73.98695
11580	40.68466	-73.92576
11581	40.68757	-73.93032
11582	40.68724	-73.96361
11583	40.7268	-73.98027
11584	40.72247	-73.98435
11585	40.81111	-73.95465
11586	40.77762	-73.9516
11587	40.79807	-73.96894
11588	40.6899	-73.93228
11589	40.71623	-73.9579
11590	40.75251	-73.97262
11591	40.673	-73.98076
11592	40.75759	-73.96902
11593	40.69989	-73.92352
11594	40.7232	-73.98561
11595	40.70288	-73.91506
11596	40.72614	-73.94007
11597	40.70726	-74.01429
11598	40.58892	-73.97379
11599	40.78487	-73.9754
11600	40.72314	-73.97929
11601	40.70776	-74.01514
11602	40.73139	-74.00452
11603	40.71873	-73.98394
11604	40.72698	-73.94911
11605	40.80093	-73.95012
11606	40.73744	-73.98413
11607	40.70742	-73.94185
11608	40.77739	-73.98231
11609	40.77029	-73.95812
11610	40.72756	-73.71795
11611	40.66869	-73.96022
11612	40.65061	-73.96125
11613	40.6921	-73.96603
11614	40.77188	-73.98847
11615	40.71434	-73.99342
11616	40.8512	-73.93693
11617	40.74208	-73.98084
11618	40.68785	-73.97682
11619	40.72737	-73.98605
11620	40.72038	-73.99818
11621	40.70574	-74.00809
11622	40.72874	-74.00122
11623	40.61201	-74.09513
11624	40.81345	-73.94659
11625	40.73208	-74.00393
11626	40.67867	-73.92282
11627	40.79717	-73.93519
11628	40.72176	-73.99345
11629	40.74977	-73.93979
11630	40.86703	-73.93007
11631	40.80193	-73.95573
11632	40.7737	-73.95616
11633	40.71594	-73.95991
11634	40.66289	-73.96175
11635	40.68532	-73.9571
11636	40.65228	-73.96428
11637	40.82642	-73.93668
11638	40.72246	-73.97912
11639	40.66588	-73.95677
11640	40.68758	-73.94572
11641	40.78972	-73.9503
11642	40.75891	-73.9845
11643	40.67192	-73.95116
11644	40.7837	-73.94877
11645	40.74502	-73.91355
11646	40.80822	-73.94264
11647	40.67089	-73.94825
11648	40.73258	-73.95582
11649	40.7594	-73.98634
11650	40.72517	-73.99023
11651	40.71256	-73.95224
11652	40.6647	-73.97791
11653	40.69709	-73.91435
11654	40.75454	-73.97083
11655	40.70697	-73.94291
11656	40.74495	-73.9557
11657	40.85479	-73.93313
11658	40.72004	-73.99026
11659	40.7834	-73.94556
11660	40.71334	-73.99025
11661	40.71238	-73.9559
11662	40.67852	-73.94377
11663	40.69161	-73.96572
11664	40.64509	-73.94825
11665	40.66086	-73.96159
11666	40.83559	-73.94552
11667	40.71254	-73.96849
11668	40.72162	-73.97923
11669	40.69342	-73.91116
11670	40.59631	-73.95743
11671	40.65422	-73.93784
11672	40.67939	-73.97126
11673	40.76773	-73.95456
11674	40.73164	-73.98454
11675	40.76352	-73.91353
11676	40.72024	-74.00866
11677	40.69045	-73.95852
11678	40.72281	-73.97768
11679	40.72558	-74.00195
11680	40.86444	-73.92899
11681	40.70994	-73.94915
11682	40.81185	-73.94579
11683	40.732	-73.98518
11684	40.76717	-73.95317
11685	40.67036	-73.97776
11686	40.8035	-73.95105
11687	40.72742	-73.98968
11688	40.68282	-73.93289
11689	40.80891	-73.94113
11690	40.71544	-73.99106
11691	40.66255	-73.983
11692	40.8239	-73.95393
11693	40.70535	-74.00672
11694	40.75633	-73.99439
11695	40.70358	-74.00824
11696	40.70107	-73.91983
11697	40.73001	-74.00369
11698	40.72782	-73.95459
11699	40.71665	-73.99633
11700	40.72786	-73.98693
11701	40.6948	-73.94161
11702	40.78419	-73.94851
11703	40.70415	-74.00688
11704	40.64584	-73.97303
11705	40.82673	-73.94995
11706	40.73658	-74.00121
11707	40.80059	-73.96552
11708	40.67106	-73.74833
11709	40.70246	-73.91756
11710	40.70448	-73.94208
11711	40.79311	-73.93928
11712	40.79423	-73.94214
11713	40.73014	-73.98019
11714	40.76295	-73.95725
11715	40.78607	-73.97347
11716	40.68516	-73.9533
11717	40.67594	-73.94839
11718	40.8243	-73.94258
11719	40.71591	-73.95695
11720	40.77038	-73.95829
11721	40.7606	-73.97181
11722	40.66059	-73.95842
11723	40.69824	-73.93231
11724	40.83013	-73.94112
11725	40.78627	-73.97112
11726	40.69587	-73.9453
11727	40.70842	-73.9208
11728	40.71617	-73.95395
11729	40.7281	-73.97952
11730	40.68357	-73.94126
11731	40.82827	-73.9493
11732	40.69417	-73.83072
11733	40.81614	-73.94116
11734	40.75807	-73.96308
11735	40.73833	-73.98058
11736	40.69342	-73.94322
11737	40.74384	-73.99383
11738	40.72402	-73.76828
11739	40.67846	-73.96242
11740	40.69836	-73.9212
11741	40.7356	-73.99049
11742	40.71253	-73.96023
11743	40.68567	-73.96272
11744	40.77549	-73.95196
11745	40.75242	-73.97187
11746	40.82711	-73.93989
11747	40.71381	-73.99784
11748	40.76642	-73.98621
11749	40.72524	-73.9882
11750	40.75911	-73.98932
11751	40.72479	-73.98849
11752	40.77012	-73.95777
11753	40.65838	-73.96048
11754	40.74271	-73.92493
11755	40.68523	-73.92926
11756	40.74526	-73.99545
11757	40.77942	-73.97627
11758	40.71076	-73.96328
11759	40.6673	-73.76831
11760	40.75687	-73.97321
11761	40.68984	-73.92703
11762	40.69907	-73.92723
11763	40.84487	-73.78954
11764	40.67143	-73.97538
11765	40.79779	-73.93648
11766	40.73975	-73.98073
11767	40.67286	-73.97133
11768	40.73533	-74.00378
11769	40.7048	-73.94294
11770	40.70919	-73.94804
11771	40.68481	-73.9656
11772	40.71083	-73.96401
11773	40.69844	-73.9334
11774	40.69885	-73.93371
11775	40.74283	-73.99246
11776	40.68271	-73.94038
11777	40.72525	-73.98691
11778	40.73868	-73.99647
11779	40.7427	-73.98231
11780	40.6845	-73.87706
11781	40.80447	-73.96621
11782	40.76321	-73.99297
11783	40.68201	-73.93802
11784	40.84699	-73.9362
11785	40.80843	-73.94125
11786	40.7662	-73.98321
11787	40.68878	-73.93109
11788	40.79939	-73.9547
11789	40.71984	-73.9588
11790	40.74809	-73.99272
11791	40.75525	-73.99412
11792	40.67342	-73.9561
11793	40.76236	-73.99261
11794	40.69513	-73.90881
11795	40.69927	-73.994
11796	40.76935	-73.95381
11797	40.74236	-74.00656
11798	40.79724	-73.94968
11799	40.72403	-73.97741
11800	40.77497	-73.91425
11801	40.72603	-73.98614
11802	40.74406	-73.99287
11803	40.79644	-73.96135
11804	40.81686	-73.94129
11805	40.72697	-73.94712
11806	40.81344	-73.95007
11807	40.71846	-73.75584
11808	40.70782	-73.95462
11809	40.73051	-73.95496
11810	40.70269	-73.92626
11811	40.7232	-73.84426
11812	40.70437	-74.00952
11813	40.77616	-73.98974
11814	40.7605	-73.96053
11815	40.67384	-73.97765
11816	40.76579	-73.96168
11817	40.82411	-73.94404
11818	40.69517	-73.96702
11819	40.67652	-73.99682
11820	40.8398	-73.9385
11821	40.72796	-74.00194
11822	40.78107	-73.97817
11823	40.74188	-73.99865
11824	40.68363	-73.96305
11825	40.62402	-73.97071
11826	40.76331	-73.97911
11827	40.79804	-73.93127
11828	40.75505	-73.96714
11829	40.75997	-73.99265
11830	40.76547	-73.92079
11831	40.78179	-73.947
11832	40.74799	-73.99993
11833	40.78748	-73.95102
11834	40.71292	-73.96215
11835	40.68766	-73.97837
11836	40.80542	-73.9455
11837	40.68356	-73.96152
11838	40.7303	-73.86674
11839	40.70521	-73.93623
11840	40.66249	-73.98704
11841	40.72647	-73.98379
11842	40.69064	-73.921
11843	40.75855	-73.91021
11844	40.77707	-73.94994
11845	40.82993	-73.9435
11846	40.6569	-73.95703
11847	40.76018	-73.98916
11848	40.71322	-73.95199
11849	40.77431	-73.97883
11850	40.68698	-73.91861
11851	40.64631	-73.96258
11852	40.69436	-73.93144
11853	40.69647	-73.92495
11854	40.7598	-73.96684
11855	40.71964	-73.94719
11856	40.64873	-73.96419
11857	40.7092	-74.00699
11858	40.7602	-73.99868
11859	40.70198	-73.91571
11860	40.68864	-73.96154
11861	40.76416	-73.98807
11862	40.71704	-74.0162
11863	40.76371	-73.98204
11864	40.75546	-73.91768
11865	40.75145	-73.97162
11866	40.7544	-73.82866
11867	40.80874	-73.9589
11868	40.71244	-73.98756
11869	40.78167	-73.95004
11870	40.73318	-73.98449
11871	40.68172	-73.99358
11872	40.69813	-73.93433
11873	40.75474	-73.99836
11874	40.76362	-73.97542
11875	40.71527	-73.89829
11876	40.73297	-73.99217
11877	40.76637	-73.98342
11878	40.71914	-73.96477
11879	40.74784	-73.9862
11880	40.77912	-73.97976
11881	40.77741	-73.97789
11882	40.76063	-73.98577
11883	40.74702	-73.98778
11884	40.68152	-73.99518
11885	40.7131	-73.94422
11886	40.75856	-73.98221
11887	40.66965	-73.95517
11888	40.75261	-73.97063
11889	40.80118	-73.96642
11890	40.71673	-73.94193
11891	40.69975	-73.92051
11892	40.70484	-73.91942
11893	40.72614	-73.98795
11894	40.86617	-73.848
11895	40.64735	-73.97611
11896	40.72788	-73.9869
11897	40.76375	-73.98885
11898	40.66905	-73.9877
11899	40.74461	-73.92004
11900	40.79355	-73.96641
11901	40.66563	-73.96118
11902	40.76121	-73.98895
11903	40.683	-73.93305
11904	40.73469	-73.95778
11905	40.68375	-73.93313
11906	40.72356	-74.00472
11907	40.63066	-74.02577
11908	40.67936	-73.93388
11909	40.77707	-73.91398
11910	40.76639	-73.98727
11911	40.72765	-73.98199
11912	40.72959	-73.98245
11913	40.72347	-73.99302
11914	40.74507	-73.88352
11915	40.72404	-73.98838
11916	40.73438	-73.98615
11917	40.69029	-73.95443
11918	40.66933	-73.9252
11919	40.76046	-73.9901
11920	40.74138	-73.98048
11921	40.72014	-73.98277
11922	40.67815	-73.97878
11923	40.61949	-73.95443
11924	40.72789	-73.98756
11925	40.8228	-73.94567
11926	40.76405	-73.95967
11927	40.77638	-73.9476
11928	40.78397	-73.95041
11929	40.77234	-73.96045
11930	40.79174	-73.97755
11931	40.77944	-73.98518
11932	40.64905	-73.96799
11933	40.70686	-73.91961
11934	40.70801	-73.94787
11935	40.68805	-73.99634
11936	40.72283	-73.98356
11937	40.73936	-73.99352
11938	40.77161	-73.95295
11939	40.68061	-73.94996
11940	40.68423	-73.98996
11941	40.70644	-73.93759
11942	40.75249	-73.97412
11943	40.71269	-73.98171
11944	40.79912	-73.95204
11945	40.73077	-73.95851
11946	40.71692	-73.98259
11947	40.72837	-73.98631
11948	40.66722	-73.948
11949	40.71846	-73.98727
11950	40.81897	-73.92735
11951	40.68244	-73.91092
11952	40.73274	-73.95505
11953	40.71474	-74.01101
11954	40.7356	-74.00405
11955	40.80157	-73.95407
11956	40.73419	-73.95264
11957	40.68465	-73.91528
11958	40.79259	-73.95171
11959	40.72518	-73.98439
11960	40.72624	-73.99317
11961	40.76354	-73.91789
11962	40.71676	-73.94575
11963	40.76436	-73.98573
11964	40.71377	-73.99311
11965	40.66641	-73.99078
11966	40.69153	-73.94263
11967	40.82287	-73.94561
11968	40.79598	-73.94288
11969	40.75145	-73.9752
11970	40.57808	-73.96253
11971	40.72919	-73.98104
11972	40.7225	-73.9894
11973	40.67263	-73.96437
11974	40.71108	-73.94799
11975	40.71786	-73.95588
11976	40.69122	-73.94377
11977	40.72201	-73.98775
11978	40.67637	-73.95951
11979	40.68047	-73.99594
11980	40.83819	-73.94373
11981	40.70723	-73.94811
11982	40.84465	-73.93733
11983	40.87842	-73.9029
11984	40.72695	-73.99012
11985	40.77751	-73.9556
11986	40.7576	-73.9067
11987	40.73682	-73.875
11988	40.69306	-73.96813
11989	40.66675	-73.97571
11990	40.80786	-73.94313
11991	40.7915	-73.97197
11992	40.81293	-73.95191
11993	40.75462	-73.88284
11994	40.70491	-73.93098
11995	40.71514	-73.98293
11996	40.71549	-73.9834
11997	40.74198	-73.9768
11998	40.71896	-73.95423
11999	40.69902	-73.92195
12000	40.68534	-73.95709
12001	40.7228	-73.98352
12002	40.78479	-73.97521
12003	40.71294	-73.96224
12004	40.71968	-73.9602
12005	40.75218	-73.97217
12006	40.79273	-73.97216
12007	40.71824	-73.95455
12008	40.71401	-73.96333
12009	40.68137	-73.91479
12010	40.73486	-74.00386
12011	40.7073	-73.94219
12012	40.69223	-73.96879
12013	40.66447	-73.91743
12014	40.77627	-73.90963
12015	40.76483	-73.91522
12016	40.74966	-73.98781
12017	40.68346	-73.93121
12018	40.67578	-73.99814
12019	40.71035	-74.01343
12020	40.75505	-73.99354
12021	40.71806	-73.99222
12022	40.67246	-73.93401
12023	40.7047	-73.92109
12024	40.69545	-73.96796
12025	40.72787	-73.98718
12026	40.69287	-73.94249
12027	40.82339	-73.95271
12028	40.86227	-73.92943
12029	40.70941	-74.01774
12030	40.75511	-73.96825
12031	40.78228	-73.97748
12032	40.68048	-73.97463
12033	40.84864	-73.94046
12034	40.72741	-73.94337
12035	40.67696	-73.99569
12036	40.75103	-73.98349
12037	40.74097	-73.99953
12038	40.701	-73.91593
12039	40.76999	-73.9477
12040	40.72711	-73.99198
12041	40.719	-73.99565
12042	40.83735	-73.85997
12043	40.73294	-73.99726
12044	40.78074	-73.98393
12045	40.72893	-74.00176
12046	40.70267	-73.92923
12047	40.64603	-73.94869
12048	40.76507	-73.90577
12049	40.71544	-73.99052
12050	40.68503	-73.93809
12051	40.775	-73.94842
12052	40.74961	-73.97846
12053	40.7884	-73.94533
12054	40.72096	-73.94574
12055	40.72502	-73.97835
12056	40.66203	-73.7698
12057	40.7069	-73.96833
12058	40.75572	-73.98531
12059	40.71439	-73.96256
12060	40.72847	-73.98579
12061	40.70943	-73.94277
12062	40.70704	-73.95522
12063	40.66289	-73.99584
12064	40.71801	-73.9526
12065	40.69329	-73.95069
12066	40.76854	-73.95532
12067	40.73763	-73.97284
12068	40.74538	-73.98313
12069	40.6947	-73.93481
12070	40.65822	-73.95439
12071	40.69535	-73.9184
12072	40.72314	-73.98066
12073	40.68925	-73.94462
12074	40.72219	-73.98409
12075	40.72667	-74.00257
12076	40.78758	-73.95026
12077	40.72291	-73.9945
12078	40.72528	-73.94488
12079	40.79312	-73.96606
12080	40.79155	-73.97477
12081	40.70973	-73.94289
12082	40.76646	-73.9929
12083	40.72161	-73.98013
12084	40.7196	-73.95956
12085	40.76747	-73.99422
12086	40.67017	-73.99029
12087	40.81176	-73.94999
12088	40.7116	-73.9521
12089	40.75925	-73.99136
12090	40.72339	-73.9833
12091	40.8113	-73.92465
12092	40.75088	-73.99951
12093	40.68215	-73.96121
12094	40.74449	-73.88096
12095	40.77772	-73.98514
12096	40.81443	-73.94121
12097	40.74081	-74.00296
12098	40.6869	-73.95496
12099	40.71271	-73.99512
12100	40.73491	-73.99231
12101	40.72264	-73.93823
12102	40.79224	-73.97417
12103	40.79285	-73.967
12104	40.73047	-73.98576
12105	40.64577	-74.00532
12106	40.75735	-73.99007
12107	40.79947	-73.964
12108	40.77668	-73.97815
12109	40.68914	-73.97853
12110	40.70889	-73.92135
12111	40.74379	-73.97803
12112	40.71914	-73.95709
12113	40.79417	-73.94331
12114	40.71787	-73.95396
12115	40.69182	-73.95696
12116	40.72824	-73.99517
12117	40.71133	-73.96924
12118	40.66548	-73.98279
12119	40.79668	-73.93379
12120	40.73319	-74.00225
12121	40.79632	-73.96879
12122	40.879	-73.90062
12123	40.76168	-73.95059
12124	40.76534	-73.9925
12125	40.71605	-73.95176
12126	40.68281	-73.96446
12127	40.6491	-73.97434
12128	40.67159	-73.97482
12129	40.65837	-73.96115
12130	40.85945	-73.92834
12131	40.80887	-73.95917
12132	40.7435	-73.97907
12133	40.69856	-73.94368
12134	40.87045	-73.9183
12135	40.75066	-73.90424
12136	40.73129	-74.00237
12137	40.5888	-73.97278
12138	40.75452	-73.96767
12139	40.82402	-73.9456
12140	40.73537	-73.98244
12141	40.68041	-73.93612
12142	40.69994	-73.92378
12143	40.77557	-73.94615
12144	40.84899	-73.94018
12145	40.7158	-73.95587
12146	40.66261	-73.9588
12147	40.69156	-73.94276
12148	40.7197	-73.95519
12149	40.76465	-73.99499
12150	40.70505	-73.92239
12151	40.75114	-73.80695
12152	40.72278	-73.98878
12153	40.78198	-73.97803
12154	40.70383	-73.92853
12155	40.71409	-73.96359
12156	40.70851	-73.94244
12157	40.79733	-73.93988
12158	40.74015	-73.98038
12159	40.81051	-73.94723
12160	40.62186	-73.95347
12161	40.68632	-73.98796
12162	40.70254	-73.93095
12163	40.72117	-73.98126
12164	40.79335	-73.94583
12165	40.80294	-73.96007
12166	40.72104	-73.94805
12167	40.76365	-73.99472
12168	40.68964	-73.94884
12169	40.75732	-73.98276
12170	40.83907	-73.94256
12171	40.69798	-73.93206
12172	40.6846	-73.96536
12173	40.7894	-73.9762
12174	40.77254	-73.9493
12175	40.77813	-73.97574
12176	40.75591	-73.99499
12177	40.76376	-73.99323
12178	40.72419	-74.00451
12179	40.76373	-73.99297
12180	40.7411	-73.99978
12181	40.7388	-73.92501
12182	40.68315	-73.99387
12183	40.68943	-73.90574
12184	40.76355	-73.98914
12185	40.68817	-73.91257
12186	40.85128	-73.93907
12187	40.71028	-73.95445
12188	40.79382	-73.94334
12189	40.77588	-73.90782
12190	40.7206	-73.87382
12191	40.68632	-73.91793
12192	40.85487	-73.88711
12193	40.71174	-73.95544
12194	40.72443	-73.98289
12195	40.76892	-73.96845
12196	40.74404	-73.97564
12197	40.66971	-73.95645
12198	40.76037	-73.99016
12199	40.72484	-73.84505
12200	40.724	-73.98376
12201	40.82241	-73.9412
12202	40.73391	-73.95679
12203	40.7121	-73.96101
12204	40.8096	-73.94099
12205	40.68182	-73.97704
12206	40.72675	-74.00757
12207	40.78743	-73.96855
12208	40.68177	-73.99393
12209	40.74163	-74.00102
12210	40.80473	-73.96528
12211	40.7075	-73.95385
12212	40.7713	-73.95443
12213	40.67939	-73.99598
12214	40.74601	-73.99987
12215	40.73683	-73.98191
12216	40.78339	-73.98018
12217	40.73329	-73.89463
12218	40.69395	-73.92418
12219	40.78763	-73.95111
12220	40.69979	-73.92261
12221	40.72911	-73.98151
12222	40.76656	-73.97038
12223	40.72772	-74.0013
12224	40.72615	-74.00225
12225	40.68983	-73.90512
12226	40.68535	-73.99192
12227	40.7161	-73.94264
12228	40.59592	-73.97523
12229	40.75553	-73.9923
12230	40.68735	-73.94541
12231	40.71642	-73.95298
12232	40.78113	-73.95452
12233	40.71124	-74.00834
12234	40.72636	-73.98454
12235	40.73338	-74.00752
12236	40.75823	-73.90881
12237	40.66737	-73.97822
12238	40.78613	-73.9732
12239	40.85068	-73.93046
12240	40.77877	-73.97872
12241	40.82516	-73.95288
12242	40.72311	-73.98389
12243	40.71255	-73.99673
12244	40.67768	-73.97114
12245	40.73431	-74.00635
12246	40.74538	-73.92139
12247	40.71183	-73.99685
12248	40.69585	-73.96344
12249	40.81319	-73.94423
12250	40.71564	-73.99169
12251	40.72145	-73.97881
12252	40.76472	-73.98813
12253	40.72182	-73.95576
12254	40.81041	-73.9445
12255	40.78591	-73.94832
12256	40.72797	-74.0019
12257	40.77281	-73.95822
12258	40.70138	-73.92168
12259	40.66214	-73.99223
12260	40.69035	-73.99633
12261	40.7795	-73.98258
12262	40.68282	-73.92934
12263	40.68023	-73.94487
12264	40.70479	-73.92054
12265	40.7996	-73.9621
12266	40.79351	-73.93388
12267	40.84369	-73.93828
12268	40.71002	-73.94796
12269	40.69372	-73.94578
12270	40.72776	-73.98328
12271	40.76393	-73.99124
12272	40.70864	-74.00675
12273	40.71584	-73.95868
12274	40.80965	-73.94553
12275	40.67252	-73.96154
12276	40.72637	-73.94467
12277	40.7139	-73.94628
12278	40.79478	-73.94178
12279	40.6858	-73.96789
12280	40.84687	-73.94228
12281	40.73302	-74.00585
12282	40.74603	-74.00147
12283	40.75903	-73.96287
12284	40.75826	-73.98923
12285	40.70564	-73.93646
12286	40.73095	-74.00242
12287	40.81297	-73.93922
12288	40.65343	-73.95175
12289	40.67797	-73.94675
12290	40.80211	-73.94573
12291	40.71165	-73.94898
12292	40.69914	-73.91471
12293	40.71848	-73.95817
12294	40.75182	-73.99779
12295	40.6836	-73.98285
12296	40.69544	-73.93221
12297	40.75598	-73.98796
12298	40.75211	-73.94082
12299	40.72292	-73.99307
12300	40.66872	-73.98648
12301	40.83279	-73.94174
12302	40.62924	-73.96311
12303	40.67682	-73.96178
12304	40.73161	-73.9896
12305	40.6847	-73.93262
12306	40.7638	-73.99298
12307	40.76737	-73.91244
12308	40.70766	-73.94739
12309	40.73288	-73.97984
12310	40.82243	-73.95447
12311	40.72689	-73.94674
12312	40.72309	-73.98285
12313	40.72741	-74.00178
12314	40.68481	-73.92763
12315	40.70968	-73.94575
12316	40.85753	-73.86605
12317	40.77685	-73.9771
12318	40.72536	-73.98252
12319	40.78462	-73.97273
12320	40.72396	-73.95182
12321	40.67806	-73.96735
12322	40.76526	-73.99096
12323	40.70725	-73.94187
12324	40.68719	-73.97777
12325	40.68644	-73.9857
12326	40.71171	-73.95704
12327	40.71002	-74.00723
12328	40.7347	-74.00784
12329	40.73837	-74.00586
12330	40.70702	-74.01676
12331	40.70501	-73.93738
12332	40.72286	-73.9834
12333	40.65497	-73.96169
12334	40.71018	-73.95488
12335	40.76689	-73.94564
12336	40.80319	-73.95432
12337	40.73945	-73.99616
12338	40.81376	-73.95321
12339	40.72826	-73.98871
12340	40.69027	-73.97847
12341	40.69745	-73.92527
12342	40.71355	-73.98507
12343	40.69093	-73.97046
12344	40.71218	-73.95766
12345	40.72132	-73.99708
12346	40.79735	-73.93386
12347	40.80542	-73.9623
12348	40.85617	-73.93141
12349	40.79823	-73.9326
12350	40.79886	-73.93373
12351	40.76941	-73.98162
12352	40.70889	-73.99964
12353	40.67483	-73.94697
12354	40.78572	-73.97036
12355	40.72484	-73.94307
12356	40.75762	-73.9144
12357	40.68216	-73.93178
12358	40.67413	-73.96497
12359	40.71425	-73.84503
12360	40.84335	-73.94059
12361	40.68048	-73.99379
12362	40.74556	-74.00156
12363	40.76227	-73.93034
12364	40.68068	-73.98186
12365	40.67939	-73.96631
12366	40.7709	-73.95561
12367	40.85256	-73.93598
12368	40.68795	-73.94173
12369	40.71849	-73.95212
12370	40.7229	-73.98414
12371	40.61605	-74.03642
12372	40.78987	-73.9482
12373	40.76103	-73.99001
12374	40.76251	-73.98552
12375	40.67157	-73.94117
12376	40.65862	-73.95777
12377	40.72363	-73.98234
12378	40.70665	-73.93529
12379	40.71069	-73.95283
12380	40.76866	-73.96562
12381	40.76719	-73.96565
12382	40.70714	-73.93611
12383	40.69002	-73.96002
12384	40.75553	-73.97251
12385	40.76374	-73.98089
12386	40.72011	-73.99729
12387	40.77472	-73.98323
12388	40.72501	-74.00353
12389	40.72058	-73.87493
12390	40.69072	-73.99034
12391	40.84005	-73.93735
12392	40.64801	-73.97562
12393	40.79665	-73.94824
12394	40.78115	-73.90883
12395	40.73068	-73.98949
12396	40.70111	-73.92202
12397	40.66528	-73.93293
12398	40.72704	-73.99954
12399	40.74835	-74.00336
12400	40.72136	-73.98767
12401	40.71142	-74.00535
12402	40.76928	-73.96163
12403	40.72564	-73.98088
12404	40.68965	-73.97169
12405	40.72478	-73.85579
12406	40.71582	-73.98812
12407	40.71927	-73.99943
12408	40.86458	-73.92883
12409	40.71143	-74.00596
12410	40.69009	-73.79555
12411	40.71731	-73.943
12412	40.71032	-73.95482
12413	40.82292	-73.95373
12414	40.69886	-73.94617
12415	40.65863	-73.98435
12416	40.71752	-73.99077
12417	40.72066	-73.95308
12418	40.76515	-73.9847
12419	40.71259	-73.96037
12420	40.66996	-73.94989
12421	40.71219	-73.94826
12422	40.65221	-73.96289
12423	40.76275	-73.92052
12424	40.6943	-73.95896
12425	40.67228	-73.9573
12426	40.80774	-73.95703
12427	40.7465	-74.0036
12428	40.7157	-73.96011
12429	40.68664	-73.92318
12430	40.80948	-73.94739
12431	40.81246	-73.94506
12432	40.73703	-73.85861
12433	40.74029	-74.00578
12434	40.80536	-73.96228
12435	40.73866	-74.00063
12436	40.67859	-73.96076
12437	40.74755	-73.98054
12438	40.67924	-73.98718
12439	40.77919	-73.94733
12440	40.71668	-73.98954
12441	40.67748	-73.96469
12442	40.76661	-73.98439
12443	40.73684	-73.98194
12444	40.74231	-73.97697
12445	40.75164	-74.00146
12446	40.63984	-73.97197
12447	40.68402	-73.96094
12448	40.78039	-73.95863
12449	40.70641	-73.92158
12450	40.81613	-73.94546
12451	40.78007	-73.94677
12452	40.69276	-73.92493
12453	40.69911	-73.92441
12454	40.69422	-73.94616
12455	40.72097	-73.99605
12456	40.75435	-73.96729
12457	40.81872	-73.94491
12458	40.72546	-74.00036
12459	40.68275	-73.96705
12460	40.81026	-73.95279
12461	40.69338	-73.97322
12462	40.80196	-73.95261
12463	40.72468	-74.00746
12464	40.82458	-73.95038
12465	40.67809	-73.97324
12466	40.74606	-73.98688
12467	40.7171	-73.95273
12468	40.79682	-73.94876
12469	40.7924	-73.97265
12470	40.75452	-73.99267
12471	40.67726	-73.95928
12472	40.70777	-73.898
12473	40.75429	-73.99198
12474	40.88165	-73.85625
12475	40.71382	-73.91282
12476	40.68125	-73.91272
12477	40.66519	-73.98264
12478	40.70721	-73.93957
12479	40.70831	-73.92095
12480	40.68777	-73.9387
12481	40.76769	-73.988
12482	40.78495	-73.9503
12483	40.72304	-73.95239
12484	40.7532	-73.96711
12485	40.7261	-74.00281
12486	40.70835	-74.00702
12487	40.72401	-73.98061
12488	40.71984	-73.95386
12489	40.74899	-73.97301
12490	40.80219	-73.96618
12491	40.83625	-73.93753
12492	40.74761	-73.99761
12493	40.73436	-73.99994
12494	40.80508	-73.96262
12495	40.66909	-73.95144
12496	40.68002	-73.99626
12497	40.74361	-73.99503
12498	40.6776	-74.0014
12499	40.83549	-73.93968
12500	40.78095	-73.98178
12501	40.79622	-73.97059
12502	40.77211	-73.92055
12503	40.70436	-73.93225
12504	40.75246	-73.97171
12505	40.68316	-73.99775
12506	40.76406	-73.98705
12507	40.6454	-74.00782
12508	40.70863	-73.95328
12509	40.79651	-73.93184
12510	40.74572	-73.95679
12511	40.68534	-73.95533
12512	40.76108	-73.95058
12513	40.70393	-73.9284
12514	40.74054	-73.97626
12515	40.80838	-73.95995
12516	40.68901	-73.95057
12517	40.66374	-73.91733
12518	40.72888	-73.98193
12519	40.67695	-73.91567
12520	40.79686	-73.9459
12521	40.80263	-73.94662
12522	40.70983	-73.96494
12523	40.76278	-73.97443
12524	40.66145	-73.96005
12525	40.68406	-73.99156
12526	40.80272	-73.95564
12527	40.68545	-73.95883
12528	40.68379	-73.94648
12529	40.72554	-73.9838
12530	40.7659	-73.98674
12531	40.79509	-73.96649
12532	40.71621	-73.93941
12533	40.75697	-73.91847
